,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,null,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,null,null,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,null,vlucci.com AC-V1.4.0.0
1526452362410,-200,-200,-200,-200,-200,-200,-200,-87,-76,-200,-200,-200,-200,-200,-73,-200,-200,-200,-83,-81,-71,-96,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200
1526452362504,-200,-87,-200,-200,-74,-200,-200,-200,-200,-73,-87,-93,-200,-97,-73,-97,-200,-200,-200,-81,-71,-91,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-200
1526452362643,-200,-87,-200,-200,-74,-83,-200,-87,-76,-73,-88,-200,-200,-94,-73,-200,-200,-200,-83,-81,-72,-200,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452362731,-200,-200,-200,-200,-200,-200,-200,-87,-76,-73,-88,-95,-200,-93,-73,-200,-200,-200,-83,-81,-71,-200,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200
1526452362820,-200,-87,-200,-200,-74,-83,-95,-200,-76,-73,-89,-95,-200,-94,-73,-200,-200,-200,-200,-81,-72,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-200
1526452362937,-200,-87,-200,-200,-75,-82,-98,-200,-76,-200,-89,-92,-200,-200,-72,-200,-200,-200,-82,-81,-200,-200,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200
1526452363059,-200,-87,-200,-200,-75,-82,-96,-87,-76,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-81,-72,-200,-98,-200,-94,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-200
1526452367391,-200,-80,-200,-200,-80,-83,-93,-78,-72,-200,-86,-85,-200,-200,-200,-90,-87,-200,-84,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452367500,-200,-80,-200,-200,-81,-82,-200,-79,-72,-73,-200,-86,-200,-200,-77,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452367596,-200,-81,-200,-200,-80,-81,-200,-200,-200,-73,-83,-86,-200,-200,-76,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452367706,-200,-200,-200,-200,-200,-82,-200,-78,-72,-70,-83,-86,-200,-200,-75,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452367828,-200,-200,-200,-200,-80,-82,-200,-200,-200,-200,-83,-85,-200,-96,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452367939,-200,-200,-91,-200,-200,-82,-200,-78,-200,-200,-84,-85,-200,-200,-200,-200,-86,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452368066,-86,-77,-92,-200,-80,-75,-200,-79,-200,-200,-88,-200,-200,-200,-70,-200,-200,-200,-82,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452372496,-87,-200,-200,-200,-81,-76,-200,-200,-72,-200,-200,-87,-200,-200,-67,-200,-200,-200,-81,-79,-71,-87,-200,-200,-200,-200,-200,-200,-200,-200,-92,-93,-200,-97,-200,-200,-200,-200,-200,-200,-200
1526452372648,-87,-200,-200,-200,-80,-200,-200,-76,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,-80,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452372742,-87,-77,-200,-86,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-70,-200,-93,-200,-87,-200,-97,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452372854,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-70,-200,-86,-200,-81,-200,-70,-200,-92,-200,-88,-87,-200,-89,-200,-94,-200,-91,-200,-200,-99,-200,-200,-200,-200,-200,-200
1526452373002,-200,-77,-200,-86,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-84,-200,-81,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200
1526452373115,-200,-200,-200,-200,-78,-80,-97,-86,-200,-72,-86,-93,-200,-92,-72,-200,-200,-200,-80,-81,-71,-200,-101,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,-200
1526452377505,-200,-200,-200,-200,-78,-200,-95,-86,-200,-72,-200,-200,-200,-94,-200,-200,-86,-200,-80,-200,-72,-200,-200,-200,-200,-200,-200,-200,-98,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-200
1526452377618,-200,-87,-200,-200,-78,-200,-200,-200,-75,-200,-200,-92,-200,-92,-72,-200,-88,-200,-81,-80,-200,-91,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200
1526452377721,-200,-86,-200,-200,-78,-80,-95,-87,-76,-200,-200,-93,-200,-200,-72,-200,-87,-200,-82,-80,-71,-91,-200,-200,-200,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200,-200,-200,-98,-200,-200,-200
1526452377827,-200,-200,-200,-200,-77,-200,-94,-87,-76,-72,-86,-200,-200,-92,-72,-200,-88,-200,-200,-80,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452377940,-200,-87,-200,-200,-78,-80,-200,-200,-76,-200,-86,-92,-200,-93,-73,-200,-86,-200,-83,-80,-71,-93,-100,-200,-93,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-200
1526452378042,-200,-200,-200,-200,-78,-200,-96,-200,-200,-200,-86,-200,-200,-93,-72,-200,-87,-200,-82,-80,-71,-200,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452378150,-97,-78,-200,-200,-78,-200,-92,-200,-200,-71,-200,-84,-200,-200,-200,-88,-84,-200,-200,-200,-73,-200,-95,-200,-200,-93,-200,-98,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-99,-200,-200
1526452382509,-200,-78,-200,-200,-78,-83,-200,-77,-200,-200,-200,-83,-200,-200,-200,-89,-200,-200,-82,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452382665,-92,-200,-200,-93,-200,-200,-200,-77,-200,-200,-81,-84,-200,-200,-200,-200,-85,-200,-82,-200,-200,-200,-95,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452382783,-200,-200,-200,-200,-200,-200,-200,-200,-72,-71,-81,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452382909,-200,-78,-200,-200,-200,-200,-200,-77,-71,-200,-81,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452383015,-200,-78,-200,-200,-200,-83,-200,-200,-71,-70,-200,-200,-200,-200,-200,-200,-83,-89,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-95,-200,-200,-200,-200
1526452387423,-200,-78,-200,-200,-200,-200,-97,-200,-71,-200,-200,-200,-200,-200,-200,-200,-83,-200,-79,-200,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452387531,-200,-76,-200,-84,-200,-74,-200,-76,-70,-200,-200,-200,-200,-90,-200,-200,-200,-200,-80,-81,-200,-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,-200
1526452387648,-200,-200,-200,-84,-200,-200,-92,-200,-200,-200,-200,-86,-200,-92,-69,-200,-200,-96,-79,-200,-69,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452387874,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-82,-200,-79,-78,-200,-200,-200,-200,-200,-86,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452387993,-200,-200,-200,-200,-80,-200,-200,-200,-200,-70,-200,-200,-200,-200,-68,-200,-83,-200,-79,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452388132,-200,-76,-200,-200,-80,-74,-200,-200,-200,-200,-86,-200,-200,-200,-70,-200,-83,-200,-200,-78,-69,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452392421,-96,-200,-200,-200,-200,-82,-95,-200,-75,-72,-85,-93,-200,-200,-71,-200,-200,-200,-82,-79,-70,-200,-200,-200,-200,-200,-200,-98,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-200
1526452392520,-200,-200,-200,-200,-200,-200,-94,-200,-76,-200,-85,-92,-200,-200,-72,-96,-86,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452392625,-97,-86,-200,-200,-200,-200,-94,-200,-200,-200,-85,-91,-200,-92,-72,-200,-87,-200,-200,-79,-70,-200,-99,-200,-200,-98,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452392734,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,-72,-200,-87,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200
1526452392843,-200,-200,-200,-200,-200,-200,-200,-200,-200,-72,-200,-93,-200,-200,-200,-200,-86,-200,-200,-80,-71,-91,-200,-200,-200,-200,-200,-96,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452392954,-200,-200,-200,-200,-76,-200,-95,-200,-75,-200,-94,-94,-200,-200,-71,-200,-200,-200,-200,-80,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,-200
1526452393055,-200,-200,-200,-200,-200,-200,-94,-200,-75,-200,-200,-92,-200,-200,-71,-200,-87,-200,-200,-200,-71,-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452393163,-200,-200,-200,-200,-200,-82,-93,-200,-200,-73,-91,-200,-200,-200,-200,-200,-87,-200,-200,-81,-200,-91,-200,-200,-92,-200,-200,-200,-94,-200,-200,-200,-91,-200,-200,-200,-96,-200,-200,-200,-200
1526452393293,-200,-85,-200,-200,-200,-81,-200,-200,-76,-200,-200,-92,-200,-93,-200,-94,-200,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452393397,-200,-200,-200,-92,-200,-82,-97,-200,-200,-200,-90,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452397390,-89,-78,-200,-200,-77,-200,-91,-77,-200,-200,-200,-83,-200,-92,-72,-200,-200,-200,-200,-91,-72,-200,-92,-99,-86,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-101,-95
1526452397517,-90,-78,-200,-90,-78,-200,-200,-77,-71,-71,-81,-84,-200,-93,-74,-88,-83,-89,-200,-90,-73,-200,-92,-200,-200,-94,-200,-86,-97,-200,-200,-95,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452397629,-200,-79,-200,-93,-200,-200,-200,-200,-71,-72,-200,-83,-200,-200,-73,-200,-83,-89,-200,-200,-200,-200,-200,-99,-200,-200,-200,-87,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452397743,-200,-77,-200,-91,-78,-81,-200,-76,-200,-71,-200,-83,-200,-200,-73,-88,-200,-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452397861,-200,-200,-200,-200,-200,-200,-200,-76,-200,-71,-200,-200,-200,-200,-72,-87,-83,-200,-200,-91,-72,-93,-200,-200,-87,-95,-96,-87,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-94,-200,-97
1526452397991,-200,-79,-200,-92,-200,-200,-200,-76,-200,-70,-200,-200,-200,-200,-74,-90,-83,-200,-200,-200,-71,-200,-200,-101,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200
1526452398108,-200,-78,-200,-200,-79,-200,-200,-200,-71,-72,-200,-200,-200,-200,-72,-200,-84,-89,-82,-200,-71,-94,-200,-99,-86,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452402382,-200,-78,-200,-200,-200,-200,-200,-78,-72,-73,-200,-200,-200,-200,-200,-200,-89,-200,-200,-79,-71,-200,-94,-200,-87,-88,-200,-89,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452402527,-89,-77,-200,-200,-200,-77,-200,-200,-70,-200,-200,-200,-200,-89,-71,-200,-200,-200,-81,-200,-72,-200,-91,-200,-200,-200,-200,-200,-91,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452402688,-88,-200,-200,-86,-200,-200,-200,-200,-200,-72,-82,-89,-200,-200,-200,-200,-200,-200,-82,-80,-72,-200,-200,-200,-200,-200,-200,-200,-92,-92,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452402793,-200,-78,-200,-200,-200,-200,-96,-77,-71,-73,-200,-89,-200,-200,-71,-200,-93,-200,-200,-200,-200,-88,-200,-200,-88,-200,-200,-91,-91,-95,-94,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452402943,-90,-79,-200,-200,-77,-200,-200,-77,-71,-73,-82,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452403043,-200,-200,-200,-200,-200,-200,-200,-78,-72,-200,-82,-90,-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452407396,-200,-90,-200,-200,-74,-83,-200,-89,-77,-74,-200,-95,-200,-96,-73,-200,-200,-200,-85,-200,-74,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-98,-200,-200,-200,-200
1526452407510,-200,-200,-200,-200,-200,-83,-97,-89,-77,-200,-98,-95,-200,-200,-73,-97,-92,-200,-85,-84,-200,-91,-200,-200,-96,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452407616,-200,-90,-200,-200,-200,-83,-200,-200,-77,-74,-98,-200,-200,-200,-73,-200,-92,-200,-83,-84,-74,-94,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452407706,-200,-200,-200,-200,-74,-200,-200,-90,-77,-200,-98,-200,-200,-200,-74,-200,-92,-200,-200,-83,-200,-93,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452407810,-200,-200,-200,-200,-200,-200,-99,-89,-78,-200,-200,-200,-200,-96,-73,-200,-92,-200,-85,-84,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452407918,-200,-200,-200,-200,-74,-83,-200,-200,-77,-74,-200,-200,-200,-200,-73,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200
1526452408026,-200,-200,-200,-200,-74,-200,-200,-200,-200,-74,-96,-200,-200,-200,-200,-200,-93,-200,-86,-84,-74,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200
1526452412398,-92,-200,-200,-200,-200,-200,-200,-81,-72,-72,-86,-86,-200,-200,-200,-200,-96,-200,-85,-200,-74,-200,-96,-200,-89,-95,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452412513,-91,-200,-200,-200,-200,-81,-200,-80,-200,-200,-86,-86,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452412593,-93,-81,-200,-200,-200,-200,-200,-200,-73,-200,-86,-86,-200,-200,-75,-200,-94,-92,-85,-92,-200,-96,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452412712,-93,-81,-200,-200,-80,-200,-200,-80,-200,-72,-85,-200,-200,-200,-76,-92,-93,-200,-200,-94,-200,-96,-95,-200,-89,-200,-200,-90,-200,-200,-200,-96,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452412795,-200,-81,-95,-200,-79,-200,-200,-200,-200,-72,-86,-200,-97,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452412904,-200,-200,-200,-200,-80,-200,-200,-80,-73,-72,-86,-86,-200,-200,-75,-200,-93,-94,-86,-200,-74,-200,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452413012,-92,-81,-200,-200,-79,-200,-95,-200,-72,-72,-85,-87,-200,-200,-200,-200,-200,-200,-81,-200,-72,-96,-94,-200,-200,-95,-200,-88,-200,-200,-200,-98,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452417457,-200,-200,-94,-200,-200,-200,-200,-79,-200,-74,-200,-200,-200,-200,-70,-200,-200,-200,-83,-80,-200,-200,-200,-200,-89,-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452417563,-89,-200,-200,-87,-77,-78,-200,-200,-73,-71,-200,-200,-200,-96,-70,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-89,-200,-89,-200,-93,-95,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526452417669,-88,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-83,-200,-200,-200,-200,-200,-88,-88,-200,-200,-200,-200,-94,-200,-95,-200,-200,-200,-200,-200,-200,-200,-200
1526452417777,-89,-200,-94,-86,-77,-78,-97,-200,-200,-200,-200,-89,-200,-200,-69,-200,-90,-200,-200,-200,-200,-90,-200,-200,-88,-88,-200,-200,-92,-200,-200,-200,-200,-200,-200,-98,-200,-200,-200,-200,-200
1526452417988,-200,-200,-200,-200,-200,-200,-98,-200,-200,-72,-200,-200,-200,-200,-200,-200,-93,-200,-84,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200,-200
