,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,null,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,null,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,011d.0012-vlucci.com A1.4.0.1,null,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
1526462452844,-74,-200,-200,-69,-200,-200,-87,-88,-200,-200,-200,-92,-200,-200,-200,-200,-89,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462452921,-88,-200,-89,-72,-200,-200,-86,-200,-69,-95,-89,-200,-90,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462457335,-200,-200,-200,-72,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462457441,-86,-73,-200,-200,-200,-200,-94,-96,-200,-93,-200,-200,-91,-200,-200,-200,-89,-200,-200,-200,-200,-97,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462457550,-88,-73,-200,-200,-200,-200,-94,-200,-78,-92,-97,-200,-92,-82,-200,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462457646,-200,-72,-88,-71,-200,-200,-94,-96,-78,-200,-200,-200,-200,-82,-96,-200,-87,-200,-200,-200,-200,-200,-94,-99,-96,-200,-200,-200,-200,-200,-200,-200
1526462457788,-200,-200,-200,-72,-200,-200,-200,-200,-78,-92,-200,-91,-91,-82,-96,-200,-88,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462457900,-200,-72,-88,-200,-200,-200,-94,-95,-200,-92,-200,-200,-91,-82,-200,-90,-87,-200,-200,-200,-101,-94,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462458004,-200,-73,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462462302,-86,-70,-200,-70,-90,-200,-88,-200,-68,-200,-92,-86,-200,-200,-200,-93,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462462410,-200,-70,-90,-69,-91,-200,-88,-85,-68,-86,-200,-85,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200
1526462462546,-200,-200,-92,-70,-91,-200,-200,-85,-68,-200,-200,-85,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200
1526462462743,-89,-70,-200,-70,-200,-200,-200,-200,-68,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200
1526462462860,-200,-71,-200,-200,-200,-200,-200,-200,-68,-200,-89,-200,-92,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200
1526462467300,-200,-69,-89,-66,-88,-200,-87,-200,-70,-200,-88,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200
1526462467387,-73,-69,-200,-69,-88,-200,-200,-87,-69,-87,-200,-96,-200,-74,-200,-200,-200,-200,-97,-200,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,-200,-200
1526462467523,-74,-200,-200,-69,-200,-200,-88,-200,-69,-200,-88,-200,-200,-74,-87,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200
1526462467636,-73,-200,-200,-69,-200,-200,-89,-200,-200,-200,-200,-200,-200,-200,-88,-200,-200,-96,-200,-200,-200,-93,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200
1526462467730,-200,-200,-200,-69,-200,-200,-86,-88,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200
1526462467844,-76,-200,-200,-69,-87,-200,-86,-200,-69,-200,-200,-200,-200,-74,-200,-92,-200,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200
1526462472278,-85,-75,-200,-74,-95,-200,-200,-200,-93,-200,-99,-200,-200,-84,-200,-94,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462472378,-84,-74,-88,-200,-200,-200,-93,-97,-84,-92,-99,-97,-95,-84,-200,-94,-89,-200,-200,-200,-200,-94,-97,-100,-200,-200,-200,-200,-200,-200,-200,-200
1526462472533,-89,-73,-85,-69,-200,-200,-200,-200,-82,-200,-200,-97,-200,-83,-200,-200,-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462472642,-82,-76,-86,-71,-200,-200,-93,-200,-77,-200,-95,-97,-90,-200,-200,-96,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462472757,-81,-74,-88,-72,-200,-200,-94,-200,-78,-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-98,-99,-200,-200,-200,-200,-200,-200,-200
1526462472859,-79,-200,-86,-73,-200,-200,-95,-91,-84,-94,-200,-95,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462472966,-200,-200,-200,-72,-200,-200,-97,-200,-200,-200,-200,-96,-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462477325,-87,-72,-200,-72,-200,-200,-86,-88,-70,-200,-200,-87,-200,-76,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200
1526462477398,-84,-71,-200,-200,-200,-200,-200,-86,-71,-89,-200,-200,-90,-200,-200,-200,-94,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462477502,-85,-200,-92,-200,-200,-200,-89,-200,-71,-200,-200,-88,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200
1526462477616,-200,-71,-200,-72,-200,-200,-90,-200,-68,-88,-200,-87,-91,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200
1526462477730,-200,-200,-200,-200,-200,-200,-91,-200,-70,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-100,-200,-200
1526462477823,-77,-71,-200,-70,-91,-200,-200,-88,-69,-88,-200,-89,-200,-200,-88,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200
1526462482378,-74,-69,-200,-69,-200,-200,-85,-200,-69,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462482481,-200,-70,-91,-69,-200,-200,-200,-200,-70,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-90,-200,-200,-200,-200
1526462482602,-76,-71,-92,-70,-88,-200,-200,-200,-70,-200,-200,-90,-200,-77,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200
1526462482702,-75,-70,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462482808,-200,-200,-92,-70,-200,-200,-200,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462487292,-89,-200,-87,-70,-200,-200,-200,-200,-200,-200,-98,-200,-90,-82,-200,-90,-87,-200,-200,-200,-200,-200,-200,-99,-96,-200,-99,-200,-200,-200,-200,-200
1526462487396,-89,-72,-87,-71,-96,-200,-200,-96,-77,-200,-200,-91,-91,-86,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200
1526462487501,-200,-73,-89,-71,-97,-200,-94,-200,-77,-200,-200,-90,-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462487620,-200,-73,-200,-71,-96,-200,-95,-200,-78,-200,-200,-91,-200,-84,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462487726,-200,-200,-200,-71,-200,-99,-96,-99,-200,-96,-200,-200,-200,-83,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462487842,-88,-73,-90,-71,-200,-200,-200,-200,-76,-93,-200,-90,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,-200
1526462487944,-200,-200,-200,-200,-200,-200,-200,-200,-77,-85,-200,-200,-200,-84,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462492299,-88,-200,-200,-69,-89,-200,-88,-200,-66,-87,-92,-200,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-94,-200,-88,-200,-200,-200,-200,-200,-200
1526462492394,-200,-69,-200,-200,-200,-200,-87,-200,-67,-200,-200,-86,-90,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462492501,-89,-69,-200,-200,-200,-200,-200,-200,-67,-85,-200,-200,-200,-73,-200,-200,-91,-200,-200,-200,-200,-93,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200
1526462492602,-200,-200,-200,-70,-200,-200,-89,-85,-67,-86,-200,-200,-200,-73,-200,-91,-200,-200,-200,-200,-200,-95,-200,-92,-200,-90,-200,-200,-200,-200,-200,-200
1526462492754,-94,-200,-87,-69,-90,-94,-87,-85,-200,-200,-200,-86,-200,-74,-200,-91,-200,-200,-200,-200,-96,-200,-200,-200,-200,-200,-200,-200,-200,-96,-98,-200
1526462492859,-200,-69,-200,-69,-200,-92,-200,-200,-200,-200,-92,-85,-88,-72,-200,-200,-200,-200,-200,-89,-200,-200,-200,-89,-200,-200,-200,-200,-200,-96,-200,-200
1526462497278,-73,-69,-200,-68,-200,-200,-200,-200,-74,-88,-200,-200,-200,-74,-200,-200,-200,-200,-91,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462497390,-200,-70,-88,-68,-200,-200,-200,-200,-71,-200,-95,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462497482,-200,-68,-200,-67,-200,-200,-83,-200,-69,-200,-200,-93,-200,-200,-85,-200,-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462497613,-200,-69,-89,-67,-84,-95,-200,-200,-68,-200,-200,-200,-200,-200,-89,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462497719,-74,-69,-200,-66,-200,-200,-200,-200,-67,-85,-200,-99,-200,-200,-200,-200,-90,-97,-200,-200,-200,-91,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200
1526462497809,-200,-69,-89,-68,-200,-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-200,-88,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-93
1526462497917,-200,-68,-87,-200,-200,-200,-200,-200,-200,-200,-200,-200,-90,-200,-86,-200,-200,-200,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462502327,-92,-73,-200,-71,-99,-200,-92,-96,-79,-200,-200,-91,-90,-83,-200,-93,-88,-200,-200,-200,-200,-200,-94,-200,-200,-96,-200,-200,-200,-200,-200,-200
1526462502429,-200,-73,-200,-71,-200,-200,-92,-200,-78,-200,-200,-88,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462502576,-200,-73,-88,-71,-95,-200,-200,-94,-77,-200,-200,-89,-91,-200,-200,-91,-200,-200,-200,-200,-99,-200,-200,-200,-200,-200,-200,-95,-200,-200,-200,-200
1526462502786,-200,-72,-87,-70,-97,-200,-99,-98,-200,-92,-200,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462502895,-200,-200,-88,-71,-90,-200,-93,-200,-78,-200,-200,-200,-92,-82,-200,-200,-89,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462507306,-87,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-91,-72,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462507396,-84,-69,-88,-70,-200,-92,-87,-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462507512,-200,-70,-90,-69,-200,-200,-200,-200,-200,-86,-93,-86,-200,-72,-200,-200,-90,-200,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200
1526462507618,-200,-70,-89,-68,-200,-200,-87,-200,-67,-86,-200,-200,-89,-73,-200,-200,-200,-200,-200,-200,-200,-100,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462507715,-90,-68,-90,-69,-200,-92,-88,-200,-200,-84,-91,-200,-200,-73,-200,-200,-200,-200,-200,-90,-97,-200,-200,-200,-200,-200,-200,-200,-200,-97,-200,-200
1526462507827,-90,-200,-89,-69,-200,-200,-88,-200,-67,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-92,-200,-89,-200,-200,-200,-200,-200,-200
