130.25	26.95	12	-2.6	0.92	1.69	0.67	0.78	1.26	24	X	Y
130.25	26.96	12	-0.96	0.46	0.5	0.16	0.02	0.52	24	X	Y
130.25	26.88	12	-3.15	0.87	2.29	-0.36	-0.4	1.37	24	X	Y
121.12	20.22	35	2.08	0.36	-2.45	-0.9	-1.35	-0.73	24	X	Y
123.33	23.52	20	1.04	5.23	-6.27	1.96	1.45	-0.57	24	X	Y
73.43	39.47	17	3.43	-4.68	1.25	-3.06	-1.21	-3.21	25	X	Y
73.32	39.49	22	0.61	-0.18	-0.43	0.55	-0.45	-1.92	24	X	Y
123.9	23.61	20	1.85	-2.18	0.33	3	-1.82	-0.29	23	X	Y
120.86	19.37	39	0.65	-0.07	-0.59	-0.12	-0.31	-0.36	24	X	Y
128.71	26.49	24	0.66	-0.25	-0.41	0.47	0.48	-0.36	24	X	Y
94.69	21.36	103	2.26	-3.26	1	-0.57	-1.32	1.09	23	X	Y
94.87	21.25	128	3.07	-2.44	-0.63	1.23	-0.77	-2.49	23	X	Y
78.4	40.7	21	2.67	-3.28	0.61	2.2	1.08	0.62	23	X	Y
94.71	23.76	127	3.67	-5.22	1.55	-1.36	-2.6	2.06	23	X	Y
94.58	20.79	88	0.52	-0.23	-0.29	0.45	-1.6	0.05	26	X	Y
130.52	32.68	19	-4.24	4.28	-0.04	-1.68	2.45	0.09	23	X	Y
129.14	35.78	22	-0.04	4.37	-4.34	1.82	0.09	3.05	23	X	Y
129.12	35.79	20	0.23	1.55	-1.78	0.72	-0.26	1.39	24	X	Y
99.78	30.1	20	-5.81	7.08	-1.27	-0.22	-2.58	1.82	23	X	Y
99.75	30.08	21	-5.75	7.71	-1.95	-0.43	-1.7	0.37	23	X	Y
128.63	27.35	41	4.13	-1.57	-2.56	1.37	1.6	-2.2	24	X	Y
73.54	34.82	17	4.29	-1.06	-3.24	1.11	1.47	-4.42	23	X	Y
119.48	16.66	41	0.94	-0.02	-0.91	-0.11	-0.42	-0.34	24	X	Y
121.34	22.62	26	4.58	0.78	-5.37	-3.31	-0.9	-2.88	24	X	Y
94.95	32.79	21	-0.55	-0.25	0.8	-0.58	0.34	0.71	25	X	Y
133.72	35.4	16	-0.19	1.94	-1.74	-0.15	-0.86	-2.07	25	X	Y
121.33	22.58	24	2.88	0.59	-3.47	-1.61	-1.12	-1.71	23	X	Y
125.04	25.63	16	-3.85	3.85	0	1.24	0.2	1.43	23	X	Y
122.34	24.04	36	7.02	-5.4	-1.62	1.62	1.02	0.53	23	X	Y
135.35	33.75	53	-0.34	-0.77	1.11	0.27	0.02	-0.87	24	X	Y
74.14	39.27	19	-0.05	-0.68	0.73	-0.12	-0.2	-0.86	26	X	Y
74.26	39.26	20	-0.34	-1.8	2.14	0.03	-0.34	-3.67	23	X	Y
86.53	27.35	35	0.56	-0.61	0.05	0.62	-0.08	0.29	24	X	Y
121.32	22.84	16	0.47	0.87	-1.35	0.16	0	-3.35	23	X	Y
92.27	32.27	24	0.02	-1.05	1.03	0.09	0.2	0.78	24	X	Y
86.32	43.98	20	0.95	-1.07	0.12	-1.03	0.05	-0.01	25	X	Y
84.9	37.3	26	0.68	-1.18	0.51	-0.42	0	2.47	24	X	Y
119.47	16.25	14	5.29	0.8	-6.09	-1.12	-5.36	0.15	23	X	Y
119.41	16.27	12	0.45	0.12	-0.57	-0.35	-0.71	-0.04	24	X	Y
120.86	19.24	41	1.77	-0.22	-1.55	-0.48	-0.61	-0.87	24	X	Y
