,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
1526443667811,-77,-89,-200,-200,-87,-200,-200,-75,-77,-76,-75,-200,-92,-200,-200,-97
1526443667919,-77,-88,-200,-200,-200,-200,-200,-74,-77,-76,-75,-200,-200,-91,-96,-98
1526443668056,-83,-97,-200,-200,-96,-94,-200,-200,-200,-77,-86,-96,-200,-200,-200,-200
1526443672575,-200,-95,-200,-200,-95,-200,-200,-200,-75,-90,-85,-200,-200,-200,-200,-200
1526443672677,-83,-98,-200,-200,-200,-200,-200,-200,-75,-90,-200,-97,-200,-100,-200,-200
1526443672773,-200,-200,-200,-200,-200,-200,-200,-78,-75,-90,-86,-200,-200,-200,-200,-200
1526443672882,-84,-200,-200,-200,-96,-200,-200,-79,-74,-200,-86,-200,-200,-200,-200,-200
1526443672989,-84,-200,-200,-200,-200,-200,-200,-81,-75,-200,-200,-200,-200,-200,-200,-200
1526443677540,-76,-200,-200,-92,-200,-90,-200,-78,-200,-82,-200,-92,-200,-200,-200,-200
1526443677643,-76,-85,-200,-94,-200,-200,-92,-78,-74,-200,-200,-200,-200,-200,-200,-200
1526443677746,-200,-200,-200,-200,-92,-200,-92,-77,-74,-200,-200,-91,-200,-200,-93,-200
1526443677843,-76,-85,-200,-200,-92,-200,-200,-78,-200,-82,-72,-90,-200,-97,-200,-200
1526443677972,-76,-85,-200,-200,-200,-200,-200,-200,-200,-82,-72,-200,-200,-200,-200,-200
1526443678086,-76,-85,-200,-200,-93,-91,-200,-78,-200,-200,-72,-200,-200,-200,-200,-200
1526443678190,-76,-85,-200,-94,-200,-200,-200,-200,-74,-200,-200,-93,-200,-200,-93,-200
1526443682515,-200,-200,-200,-200,-88,-200,-200,-200,-79,-77,-200,-90,-93,-200,-96,-96
1526443682664,-76,-89,-200,-95,-88,-200,-200,-74,-79,-200,-200,-200,-200,-200,-200,-96
1526443682817,-76,-89,-96,-96,-200,-200,-200,-74,-200,-77,-75,-200,-200,-200,-96,-200
1526443682946,-76,-89,-200,-96,-89,-200,-200,-74,-79,-200,-75,-91,-200,-200,-200,-200
1526443683050,-76,-200,-200,-200,-200,-200,-200,-74,-79,-76,-200,-200,-200,-91,-200,-200
1526443683151,-76,-200,-200,-200,-88,-200,-200,-78,-200,-76,-75,-90,-200,-93,-200,-200
1526443687573,-83,-200,-200,-200,-95,-200,-200,-78,-200,-200,-85,-100,-200,-200,-200,-200
1526443687671,-83,-200,-200,-200,-93,-200,-200,-200,-73,-200,-84,-97,-200,-98,-200,-200
1526443687779,-83,-200,-200,-200,-95,-200,-200,-78,-73,-200,-85,-200,-200,-200,-200,-200
1526443687866,-83,-200,-200,-200,-96,-200,-200,-200,-200,-92,-85,-97,-200,-200,-200,-200
1526443687977,-76,-200,-200,-200,-94,-200,-200,-78,-73,-91,-85,-96,-200,-200,-200,-200
1526443692512,-77,-85,-200,-200,-92,-91,-92,-77,-74,-82,-72,-91,-200,-200,-200,-200
1526443692622,-76,-84,-200,-200,-200,-92,-94,-200,-200,-82,-72,-200,-200,-200,-93,-200
1526443692728,-200,-86,-200,-200,-200,-92,-200,-200,-76,-82,-72,-200,-97,-200,-200,-200
1526443692823,-200,-86,-200,-200,-200,-200,-92,-200,-200,-82,-72,-200,-200,-200,-93,-200
1526443692932,-200,-86,-200,-93,-92,-91,-92,-77,-74,-82,-72,-200,-200,-200,-92,-200
1526443693035,-200,-85,-200,-200,-200,-200,-93,-78,-76,-82,-72,-91,-200,-200,-200,-200
