,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
1526465167770,-200,-200,-200,-200,-200,-200,-200,-89,-200,-200,-95,-200,-200,-200
1526465167872,-89,-83,-86,-90,-200,-94,-200,-89,-94,-200,-200,-200,-200,-200
1526465172490,-86,-200,-87,-87,-200,-200,-200,-84,-94,-200,-88,-200,-97,-200
1526465172621,-200,-200,-87,-88,-200,-93,-200,-85,-94,-200,-89,-200,-95,-200
1526465172768,-200,-84,-87,-88,-200,-200,-200,-84,-94,-200,-200,-200,-93,-200
1526465172862,-200,-86,-87,-200,-200,-200,-200,-84,-94,-200,-200,-200,-96,-200
1526465172971,-200,-200,-94,-88,-92,-96,-200,-91,-93,-200,-90,-200,-200,-200
1526465177484,-200,-200,-93,-200,-200,-200,-200,-91,-200,-200,-92,-200,-200,-200
1526465177578,-200,-200,-94,-94,-92,-94,-200,-200,-200,-200,-92,-200,-200,-200
1526465177709,-200,-200,-200,-93,-92,-96,-200,-91,-200,-200,-200,-200,-200,-200
1526465177827,-200,-200,-200,-94,-92,-200,-200,-92,-96,-200,-200,-200,-200,-200
1526465177937,-200,-200,-86,-93,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200
1526465182443,-91,-85,-200,-89,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200
1526465182555,-88,-89,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200
1526465182660,-89,-89,-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526465182759,-90,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200
1526465182860,-91,-87,-200,-200,-92,-93,-200,-200,-200,-200,-200,-200,-200,-200
1526465187375,-94,-86,-93,-87,-95,-200,-200,-87,-94,-200,-200,-200,-200,-200
1526465187578,-93,-200,-87,-85,-95,-200,-200,-85,-200,-200,-200,-200,-97,-200
1526465187905,-91,-98,-94,-200,-200,-200,-200,-91,-200,-200,-96,-200,-200,-200
1526465192545,-200,-95,-97,-97,-200,-200,-200,-91,-100,-200,-95,-200,-200,-105
1526465192820,-200,-94,-200,-98,-98,-200,-200,-92,-200,-200,-95,-200,-200,-200
1526465192936,-200,-200,-200,-90,-97,-200,-200,-89,-200,-200,-200,-200,-200,-200
1526465197436,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526465197537,-200,-200,-200,-200,-94,-200,-200,-89,-200,-200,-200,-200,-200,-200
1526465197640,-200,-89,-200,-200,-95,-200,-200,-90,-200,-200,-200,-200,-200,-200
1526465197748,-200,-87,-200,-89,-94,-200,-200,-87,-200,-200,-200,-200,-200,-200
1526465197882,-200,-88,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
