,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
1526454103934,-63,-200,-200,-200,-75,-200,-87,-77,-75,-200,-200,-200,-200,-200,-200,-200,-200
1526454104061,-63,-200,-200,-200,-75,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-91,-200
1526454108687,-200,-79,-200,-200,-64,-77,-81,-68,-82,-200,-200,-200,-200,-200,-200,-200,-200
1526454108787,-75,-79,-200,-91,-64,-76,-80,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200
1526454108891,-75,-200,-200,-200,-200,-76,-81,-200,-200,-78,-200,-200,-200,-200,-200,-200,-92
1526454108990,-75,-78,-200,-200,-64,-200,-80,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200
1526454109094,-67,-200,-200,-200,-200,-74,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526454113704,-67,-200,-200,-200,-200,-72,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526454113820,-67,-200,-200,-200,-68,-74,-86,-82,-68,-200,-200,-200,-200,-200,-200,-200,-200
1526454114001,-68,-81,-200,-200,-67,-74,-86,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526454114110,-67,-200,-200,-200,-68,-200,-85,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526454118724,-65,-200,-200,-200,-66,-67,-83,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200
1526454118828,-65,-87,-200,-200,-200,-200,-84,-200,-74,-89,-200,-200,-200,-200,-200,-200,-200
1526454118926,-64,-91,-200,-200,-67,-67,-84,-200,-200,-200,-200,-200,-200,-200,-200,-89,-92
1526454119032,-65,-200,-200,-200,-66,-200,-83,-77,-70,-87,-200,-200,-200,-200,-200,-90,-200
1526454119154,-68,-200,-200,-200,-63,-200,-82,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200
1526454123806,-68,-200,-200,-200,-62,-200,-200,-66,-81,-200,-200,-200,-200,-200,-200,-200,-200
1526454123904,-200,-200,-200,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526454124004,-68,-200,-200,-200,-63,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
1526454128672,-66,-83,-200,-200,-200,-200,-85,-79,-68,-87,-200,-200,-200,-200,-200,-200,-200
1526454128790,-200,-200,-200,-200,-66,-81,-85,-80,-68,-85,-200,-200,-200,-200,-200,-200,-200
1526454128901,-67,-83,-200,-200,-66,-81,-85,-79,-67,-200,-200,-200,-200,-200,-200,-200,-200
1526454128998,-200,-83,-200,-200,-66,-70,-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526454129127,-200,-83,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526454133670,-63,-88,-200,-200,-65,-64,-200,-80,-75,-89,-200,-200,-200,-200,-200,-89,-200
1526454133777,-64,-88,-200,-200,-65,-64,-92,-80,-75,-200,-200,-200,-200,-200,-200,-89,-93
1526454133880,-64,-88,-200,-200,-65,-200,-88,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526454133993,-63,-200,-200,-200,-64,-64,-91,-79,-75,-89,-200,-200,-200,-200,-200,-90,-200
1526454134079,-64,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526454138720,-69,-200,-200,-200,-63,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526454139034,-75,-79,-200,-200,-69,-200,-77,-200,-80,-78,-200,-200,-200,-200,-200,-200,-200
1526454139460,-200,-200,-200,-200,-63,-200,-77,-67,-81,-200,-200,-200,-200,-200,-200,-200,-200
